industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,576393,17000,593393,06/10/2019,2018
Q03,Leadership PACs,0,165313,165313,06/10/2019,2018
Q16,Candidate Committees,500,97000,97500,06/10/2019,2018
P04,Public Sector Unions,0,97000,97000,06/10/2019,2018
P03,Transportation Unions,250,66500,66750,06/10/2019,2018
H01,Health Professionals,28317,36500,64817,06/10/2019,2018
P01,Building Trade Unions,0,64500,64500,06/10/2019,2018
P02,Industrial Unions,18,62500,62518,06/10/2019,2018
F09,Insurance,13671,37500,51171,06/10/2019,2018
F07,Securities & Investment,38900,10500,49400,06/10/2019,2018
