industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,282049,0,282049,06/10/2019,2018
Q03,Leadership PACs,0,152450,152450,06/10/2019,2018
F07,Securities & Investment,145800,0,145800,06/10/2019,2018
F10,Real Estate,108652,16500,125152,06/10/2019,2018
K01,Lawyers/Law Firms,84150,2500,86650,06/10/2019,2018
N15,Misc Manufacturing & Distributing,61450,1000,62450,06/10/2019,2018
F09,Insurance,43400,17500,60900,06/10/2019,2018
Q16,Candidate Committees,2770,57900,60670,06/10/2019,2018
E01,Oil & Gas,31000,20500,51500,06/10/2019,2018
C01,General Contractors,31900,10000,41900,06/10/2019,2018
