industry_code,industry_name,indivs,pacs,total,last_updated,cycle
A01,Crop Production & Basic Processing,9890,83000,92890,06/10/2019,2018
D01,Defense Aerospace,18200,73000,91200,06/10/2019,2018
D03,Misc Defense,29600,61425,91025,06/10/2019,2018
D02,Defense Electronics,12750,64700,77450,06/10/2019,2018
K01,Lawyers/Law Firms,15100,42100,57200,06/10/2019,2018
H01,Health Professionals,26450,30500,56950,06/10/2019,2018
M01,Air Transport,6200,47500,53700,06/10/2019,2018
F09,Insurance,3450,41400,44850,06/10/2019,2018
N15,Misc Manufacturing & Distributing,25100,18500,43600,06/10/2019,2018
K02,Lobbyists,40790,1000,41790,06/10/2019,2018
