industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,110641,0,110641,03/20/2023,2022
Q03,Leadership PACs,5000,58700,63700,03/20/2023,2022
W06,Retired,56593,0,56593,03/20/2023,2022
Q01,Republican/Conservative,31965,6500,38465,03/20/2023,2022
F10,Real Estate,32878,0,32878,03/20/2023,2022
W02,Non-Profit Institutions,25121,0,25121,03/20/2023,2022
Q05,Pro-Israel,10250,7500,17750,03/20/2023,2022
Q16,Candidate Committees,0,15000,15000,03/20/2023,2022
N07,Casinos/Gambling,14124,0,14124,03/20/2023,2022
F13,Misc Finance,11650,0,11650,03/20/2023,2022
