industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,100410,20500,120910,06/10/2019,2018
F10,Real Estate,63691,7000,70691,06/10/2019,2018
P01,Building Trade Unions,0,56500,56500,06/10/2019,2018
P02,Industrial Unions,0,35000,35000,06/10/2019,2018
F09,Insurance,10659,20500,31159,06/10/2019,2018
W06,Retired,28373,0,28373,06/10/2019,2018
B09,Telecom Services,14450,12000,26450,06/10/2019,2018
P05,Misc Unions,8050,17500,25550,06/10/2019,2018
F07,Securities & Investment,11130,12300,23430,06/10/2019,2018
A01,Crop Production & Basic Processing,2700,20000,22700,06/10/2019,2018
