industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,91678,0,91678,03/20/2023,2022
E01,Oil & Gas,37850,46500,84350,03/20/2023,2022
H01,Health Professionals,57100,7500,64600,03/20/2023,2022
A01,Crop Production & Basic Processing,17750,36500,54250,03/20/2023,2022
F10,Real Estate,32575,20000,52575,03/20/2023,2022
K01,Lawyers/Law Firms,37160,14500,51660,03/20/2023,2022
Q03,Leadership PACs,0,47000,47000,03/20/2023,2022
F07,Securities & Investment,34950,5000,39950,03/20/2023,2022
C01,General Contractors,25900,12500,38400,03/20/2023,2022
K02,Lobbyists,32850,0,32850,03/20/2023,2022
