industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,2751877,34108,2785985,03/20/2023,2022
F07,Securities & Investment,1659310,21000,1680310,03/20/2023,2022
W06,Retired,1534276,0,1534276,03/20/2023,2022
F10,Real Estate,723896,17000,740896,03/20/2023,2022
B02,TV/Movies/Music,578231,7000,585231,03/20/2023,2022
W04,Education,577113,0,577113,03/20/2023,2022
N05,Business Services,492342,11000,503342,03/20/2023,2022
B01,Printing & Publishing,453851,1000,454851,03/20/2023,2022
H01,Health Professionals,403931,12500,416431,03/20/2023,2022
Q03,Leadership PACs,0,393200,393200,03/20/2023,2022
