industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,3617485,0,3617485,03/20/2023,2022
Q02,Democratic/Liberal,929791,7000,936791,03/20/2023,2022
K01,Lawyers/Law Firms,615338,18750,634088,03/20/2023,2022
F07,Securities & Investment,479036,1000,480036,03/20/2023,2022
W04,Education,380559,0,380559,03/20/2023,2022
F10,Real Estate,306393,10000,316393,03/20/2023,2022
H01,Health Professionals,275210,9500,284710,03/20/2023,2022
B02,TV/Movies/Music,232059,16000,248059,03/20/2023,2022
N05,Business Services,172831,0,172831,03/20/2023,2022
W02,Non-Profit Institutions,144266,5000,149266,03/20/2023,2022
