industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,3546787,0,3546787,03/20/2023,2022
Q01,Republican/Conservative,2515176,74100,2589276,03/20/2023,2022
F07,Securities & Investment,844052,8200,852252,03/20/2023,2022
F10,Real Estate,731709,1000,732709,03/20/2023,2022
K01,Lawyers/Law Firms,443545,28500,472045,03/20/2023,2022
Q03,Leadership PACs,30,458700,458730,03/20/2023,2022
N15,Misc Manufacturing & Distributing,418246,31000,449246,03/20/2023,2022
H01,Health Professionals,419477,17000,436477,03/20/2023,2022
E01,Oil & Gas,186136,106500,292636,03/20/2023,2022
K02,Lobbyists,273681,4000,277681,03/20/2023,2022
