industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,225046,0,225046,06/10/2019,2018
Q02,Democratic/Liberal,149886,22500,172386,06/10/2019,2018
Q03,Leadership PACs,19335,144264,163599,06/10/2019,2018
K01,Lawyers/Law Firms,92746,5000,97746,06/10/2019,2018
Q16,Candidate Committees,5405,84500,89905,06/10/2019,2018
F10,Real Estate,70002,7500,77502,06/10/2019,2018
W04,Education,68832,0,68832,06/10/2019,2018
F07,Securities & Investment,63916,0,63916,06/10/2019,2018
N05,Business Services,55906,0,55906,06/10/2019,2018
Q09,Human Rights,23058,22179,45237,06/10/2019,2018
