industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,210209,0,210209,06/10/2019,2018
Q03,Leadership PACs,5647,167596,173243,06/10/2019,2018
F10,Real Estate,127678,0,127678,06/10/2019,2018
K01,Lawyers/Law Firms,71518,1000,72518,06/10/2019,2018
F07,Securities & Investment,68050,0,68050,06/10/2019,2018
Q01,Republican/Conservative,32300,26200,58500,06/10/2019,2018
H01,Health Professionals,46200,2500,48700,06/10/2019,2018
Q16,Candidate Committees,0,46500,46500,06/10/2019,2018
Q04,Foreign & Defense Policy,41440,5000,46440,06/10/2019,2018
F09,Insurance,26100,19500,45600,06/10/2019,2018
