industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F09,Insurance,40130,70000,110130,03/20/2023,2022
M06,Misc Transport,66650,11500,78150,03/20/2023,2022
W06,Retired,67450,0,67450,03/20/2023,2022
H01,Health Professionals,6290,49500,55790,03/20/2023,2022
H04,Pharmaceuticals/Health Products,550,53500,54050,03/20/2023,2022
F10,Real Estate,15900,36500,52400,03/20/2023,2022
Q03,Leadership PACs,0,51434,51434,03/20/2023,2022
N15,Misc Manufacturing & Distributing,35250,14500,49750,03/20/2023,2022
F07,Securities & Investment,21810,18500,40310,03/20/2023,2022
F11,Accountants,13600,26500,40100,03/20/2023,2022
