industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H04,Pharmaceuticals/Health Products,20050,148000,168050,06/10/2019,2018
B12,Electronics Mfg & Equip,61650,44280,105930,06/10/2019,2018
F07,Securities & Investment,96117,2500,98617,06/10/2019,2018
W06,Retired,93858,0,93858,06/10/2019,2018
H01,Health Professionals,25415,63500,88915,06/10/2019,2018
Q10,Misc Issues,60200,0,60200,06/10/2019,2018
K01,Lawyers/Law Firms,40692,19000,59692,06/10/2019,2018
W02,Non-Profit Institutions,53525,0,53525,06/10/2019,2018
B09,Telecom Services,12150,38000,50150,06/10/2019,2018
F10,Real Estate,34100,10000,44100,06/10/2019,2018
