industry_code,industry_name,indivs,pacs,total,last_updated,cycle
A01,Crop Production & Basic Processing,37900,40000,77900,06/10/2019,2018
Q03,Leadership PACs,2000,33500,35500,06/10/2019,2018
H01,Health Professionals,12150,20000,32150,06/10/2019,2018
A07,Agricultural Services/Products,750,28500,29250,06/10/2019,2018
M02,Automotive,1300,23500,24800,06/10/2019,2018
N02,"Beer, Wine & Liquor",1750,19021,20771,06/10/2019,2018
K02,Lobbyists,18750,0,18750,06/10/2019,2018
C05,Building Materials & Equipment,1000,17500,18500,06/10/2019,2018
A02,Tobacco,0,16750,16750,06/10/2019,2018
K01,Lawyers/Law Firms,10134,6250,16384,06/10/2019,2018
