industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,1438201,-2700,1435501,03/20/2023,2022
W06,Retired,1356345,0,1356345,03/20/2023,2022
K01,Lawyers/Law Firms,1307560,19600,1327160,03/20/2023,2022
F10,Real Estate,763052,0,763052,03/20/2023,2022
B02,TV/Movies/Music,611691,-500,611191,03/20/2023,2022
Q02,Democratic/Liberal,554224,6000,560224,03/20/2023,2022
W04,Education,542949,0,542949,03/20/2023,2022
H01,Health Professionals,415502,8000,423502,03/20/2023,2022
Q03,Leadership PACs,2500,398600,401100,03/20/2023,2022
N05,Business Services,380216,1500,381716,03/20/2023,2022
