industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,243105,0,243105,03/20/2023,2022
F10,Real Estate,93815,0,93815,03/20/2023,2022
Q01,Republican/Conservative,63399,12000,75399,03/20/2023,2022
F07,Securities & Investment,69519,0,69519,03/20/2023,2022
Q03,Leadership PACs,0,45900,45900,03/20/2023,2022
E01,Oil & Gas,18861,10000,28861,03/20/2023,2022
N03,Retail Sales,23750,1000,24750,03/20/2023,2022
C01,General Contractors,17700,0,17700,03/20/2023,2022
H02,Hospitals/Nursing Homes,6995,9900,16895,03/20/2023,2022
F13,Misc Finance,16750,0,16750,03/20/2023,2022
