industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,12084979,0,12084979,03/20/2023,2022
K01,Lawyers/Law Firms,1790603,36000,1826603,03/20/2023,2022
W04,Education,1798327,0,1798327,03/20/2023,2022
H01,Health Professionals,1141978,12000,1153978,03/20/2023,2022
Q08,Women's Issues,960594,37568,998162,03/20/2023,2022
F10,Real Estate,988046,3000,991046,03/20/2023,2022
F07,Securities & Investment,978266,0,978266,03/20/2023,2022
N05,Business Services,744243,0,744243,03/20/2023,2022
W03,Civil Servants/Public Officials,696216,0,696216,03/20/2023,2022
B02,TV/Movies/Music,595963,3500,599463,03/20/2023,2022
