industry_code,industry_name,indivs,pacs,total,last_updated,cycle
A01,Crop Production & Basic Processing,427119,8500,435619,03/20/2023,2022
Q03,Leadership PACs,0,142950,142950,03/20/2023,2022
W06,Retired,119833,0,119833,03/20/2023,2022
F07,Securities & Investment,111032,0,111032,03/20/2023,2022
N02,"Beer, Wine & Liquor",103126,3000,106126,03/20/2023,2022
F10,Real Estate,92297,5000,97297,03/20/2023,2022
A07,Agricultural Services/Products,41270,10000,51270,03/20/2023,2022
A04,Dairy,51133,0,51133,03/20/2023,2022
A06,Livestock,49544,1000,50544,03/20/2023,2022
Q16,Candidate Committees,0,41000,41000,03/20/2023,2022
