industry_code,industry_name,indivs,pacs,total,last_updated,cycle
P03,Transportation Unions,0,41500,41500,03/20/2023,2022
P04,Public Sector Unions,0,13500,13500,03/20/2023,2022
M01,Air Transport,1000,12000,13000,03/20/2023,2022
K01,Lawyers/Law Firms,3790,7500,11290,03/20/2023,2022
M04,Railroads,350,10000,10350,03/20/2023,2022
K02,Lobbyists,8200,500,8700,03/20/2023,2022
F10,Real Estate,0,7500,7500,03/20/2023,2022
D01,Defense Aerospace,2900,4000,6900,03/20/2023,2022
P02,Industrial Unions,0,6500,6500,03/20/2023,2022
E08,Electric Utilities,0,6000,6000,03/20/2023,2022
C04,Construction Services,0,6000,6000,03/20/2023,2022
N13,Chemical & Related Manufacturing,0,6000,6000,03/20/2023,2022
