industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,831417,0,831417,03/20/2023,2022
E01,Oil & Gas,299295,120000,419295,03/20/2023,2022
Q01,Republican/Conservative,298702,38900,337602,03/20/2023,2022
F07,Securities & Investment,272081,0,272081,03/20/2023,2022
F10,Real Estate,263499,7500,270999,03/20/2023,2022
Q03,Leadership PACs,0,201864,201864,03/20/2023,2022
K01,Lawyers/Law Firms,99701,14000,113701,03/20/2023,2022
N03,Retail Sales,39271,15000,54271,03/20/2023,2022
H01,Health Professionals,42576,11000,53576,03/20/2023,2022
Q05,Pro-Israel,37981,7500,45481,03/20/2023,2022
