industry_code,industry_name,indivs,pacs,total,last_updated,cycle
M01,Air Transport,22029,211500,233529,03/20/2023,2022
P03,Transportation Unions,250,146000,146250,03/20/2023,2022
W06,Retired,81399,0,81399,03/20/2023,2022
K02,Lobbyists,62050,1000,63050,03/20/2023,2022
E01,Oil & Gas,5800,56000,61800,03/20/2023,2022
M05,Sea Transport,13570,48000,61570,03/20/2023,2022
P01,Building Trade Unions,0,52500,52500,03/20/2023,2022
K01,Lawyers/Law Firms,22680,26250,48930,03/20/2023,2022
C05,Building Materials & Equipment,25,48250,48275,03/20/2023,2022
D03,Misc Defense,0,33500,33500,03/20/2023,2022
P04,Public Sector Unions,0,33500,33500,03/20/2023,2022
