industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,402784,3500,406284,06/10/2019,2018
W06,Retired,263723,0,263723,06/10/2019,2018
K01,Lawyers/Law Firms,246353,14188,260541,06/10/2019,2018
Q02,Democratic/Liberal,163273,31275,194548,06/10/2019,2018
Q03,Leadership PACs,29342,134526,163868,06/10/2019,2018
N05,Business Services,148686,0,148686,06/10/2019,2018
W04,Education,139855,250,140105,06/10/2019,2018
F10,Real Estate,127178,2500,129678,06/10/2019,2018
B02,TV/Movies/Music,93985,0,93985,06/10/2019,2018
W02,Non-Profit Institutions,90606,0,90606,06/10/2019,2018
