industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,101170,0,101170,03/20/2023,2022
N07,Casinos/Gambling,52000,0,52000,03/20/2023,2022
Q02,Democratic/Liberal,36867,11000,47867,03/20/2023,2022
P03,Transportation Unions,0,47500,47500,03/20/2023,2022
P04,Public Sector Unions,0,42000,42000,03/20/2023,2022
K01,Lawyers/Law Firms,18995,17400,36395,03/20/2023,2022
N02,"Beer, Wine & Liquor",22710,10000,32710,03/20/2023,2022
P01,Building Trade Unions,0,29920,29920,03/20/2023,2022
W02,Non-Profit Institutions,25200,0,25200,03/20/2023,2022
F10,Real Estate,17200,8000,25200,03/20/2023,2022
