industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,102463,25750,128213,06/10/2019,2018
W06,Retired,109271,0,109271,06/10/2019,2018
F10,Real Estate,67200,6000,73200,06/10/2019,2018
P01,Building Trade Unions,0,68000,68000,06/10/2019,2018
F07,Securities & Investment,61275,3500,64775,06/10/2019,2018
B02,TV/Movies/Music,50251,13250,63501,06/10/2019,2018
Q02,Democratic/Liberal,35600,6000,41600,06/10/2019,2018
N15,Misc Manufacturing & Distributing,37150,4000,41150,06/10/2019,2018
B09,Telecom Services,12800,25000,37800,06/10/2019,2018
H01,Health Professionals,20220,14500,34720,06/10/2019,2018
