industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F09,Insurance,50974,212300,263274,06/10/2019,2018
F07,Securities & Investment,10350,91000,101350,06/10/2019,2018
H01,Health Professionals,12300,82500,94800,06/10/2019,2018
F10,Real Estate,22400,51500,73900,06/10/2019,2018
D01,Defense Aerospace,13100,50000,63100,06/10/2019,2018
P04,Public Sector Unions,0,57500,57500,06/10/2019,2018
K01,Lawyers/Law Firms,18801,33080,51881,06/10/2019,2018
P01,Building Trade Unions,0,42700,42700,06/10/2019,2018
H03,Health Services/HMOs,6500,35000,41500,06/10/2019,2018
N15,Misc Manufacturing & Distributing,2700,35500,38200,06/10/2019,2018
