industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,414109,0,414109,06/10/2019,2018
Q02,Democratic/Liberal,139782,16200,155982,06/10/2019,2018
Q03,Leadership PACs,0,153201,153201,06/10/2019,2018
F10,Real Estate,122706,10500,133206,06/10/2019,2018
K01,Lawyers/Law Firms,90483,12750,103233,06/10/2019,2018
Q16,Candidate Committees,2751,74000,76751,06/10/2019,2018
F13,Misc Finance,70952,1000,71952,06/10/2019,2018
B02,TV/Movies/Music,62645,3800,66445,06/10/2019,2018
Q08,Women's Issues,53340,3500,56840,06/10/2019,2018
F07,Securities & Investment,52527,3500,56027,06/10/2019,2018
