industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H04,Pharmaceuticals/Health Products,26054,144000,170054,06/10/2019,2018
F09,Insurance,1050,157250,158300,06/10/2019,2018
H01,Health Professionals,24265,89500,113765,06/10/2019,2018
Q10,Misc Issues,88000,1000,89000,06/10/2019,2018
P04,Public Sector Unions,500,69000,69500,06/10/2019,2018
F07,Securities & Investment,502,65500,66002,06/10/2019,2018
F10,Real Estate,11174,54500,65674,06/10/2019,2018
K02,Lobbyists,60650,3000,63650,06/10/2019,2018
K01,Lawyers/Law Firms,22232,32500,54732,06/10/2019,2018
H03,Health Services/HMOs,1452,48500,49952,06/10/2019,2018
