industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,74499,0,74499,06/10/2019,2018
K01,Lawyers/Law Firms,32900,0,32900,06/10/2019,2018
N08,Lodging/Tourism,13650,17500,31150,06/10/2019,2018
F10,Real Estate,17525,10000,27525,06/10/2019,2018
F07,Securities & Investment,10400,0,10400,06/10/2019,2018
C01,General Contractors,6950,0,6950,06/10/2019,2018
W03,Civil Servants/Public Officials,6650,0,6650,06/10/2019,2018
N05,Business Services,6398,0,6398,06/10/2019,2018
M02,Automotive,250,5000,5250,06/10/2019,2018
C02,Home Builders,0,5000,5000,06/10/2019,2018
