industry_code,industry_name,indivs,pacs,total,last_updated,cycle
P03,Transportation Unions,0,53000,53000,06/10/2019,2018
P04,Public Sector Unions,0,39000,39000,06/10/2019,2018
P01,Building Trade Unions,0,35500,35500,06/10/2019,2018
K01,Lawyers/Law Firms,22280,7500,29780,06/10/2019,2018
F10,Real Estate,20336,7000,27336,06/10/2019,2018
P02,Industrial Unions,0,21000,21000,06/10/2019,2018
M04,Railroads,250,20500,20750,06/10/2019,2018
W06,Retired,20645,0,20645,06/10/2019,2018
M01,Air Transport,1,19200,19201,06/10/2019,2018
C05,Building Materials & Equipment,0,15500,15500,06/10/2019,2018
