industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,184481,0,184481,03/20/2023,2022
F09,Insurance,31850,132000,163850,03/20/2023,2022
A01,Crop Production & Basic Processing,44800,94950,139750,03/20/2023,2022
F10,Real Estate,61956,55500,117456,03/20/2023,2022
F07,Securities & Investment,35250,52200,87450,03/20/2023,2022
Q02,Democratic/Liberal,75969,9500,85469,03/20/2023,2022
A07,Agricultural Services/Products,4900,79000,83900,03/20/2023,2022
H01,Health Professionals,17800,50500,68300,03/20/2023,2022
K01,Lawyers/Law Firms,35500,32750,68250,03/20/2023,2022
K02,Lobbyists,58111,2202,60313,03/20/2023,2022
