industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,0,57900,57900,06/10/2019,2018
D03,Misc Defense,20450,33000,53450,06/10/2019,2018
F11,Accountants,2500,46000,48500,06/10/2019,2018
D01,Defense Aerospace,0,41000,41000,06/10/2019,2018
E08,Electric Utilities,500,36000,36500,06/10/2019,2018
A01,Crop Production & Basic Processing,1450,30000,31450,06/10/2019,2018
K01,Lawyers/Law Firms,6200,23500,29700,06/10/2019,2018
E01,Oil & Gas,8950,20000,28950,06/10/2019,2018
M01,Air Transport,3500,23500,27000,06/10/2019,2018
K02,Lobbyists,25800,598,26398,06/10/2019,2018
