industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,43700,65000,108700,03/20/2023,2022
F10,Real Estate,50050,30000,80050,03/20/2023,2022
N03,Retail Sales,23050,44500,67550,03/20/2023,2022
W06,Retired,66235,0,66235,03/20/2023,2022
K02,Lobbyists,52938,1000,53938,03/20/2023,2022
M01,Air Transport,3850,44500,48350,03/20/2023,2022
F09,Insurance,3850,44000,47850,03/20/2023,2022
B09,Telecom Services,0,47000,47000,03/20/2023,2022
D03,Misc Defense,2500,41750,44250,03/20/2023,2022
F03,Commercial Banks,16350,25000,41350,03/20/2023,2022
