industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,433502,5000,438502,03/20/2023,2022
W06,Retired,254212,0,254212,03/20/2023,2022
F07,Securities & Investment,207820,0,207820,03/20/2023,2022
W04,Education,175610,0,175610,03/20/2023,2022
F10,Real Estate,162525,8000,170525,03/20/2023,2022
B02,TV/Movies/Music,107515,2500,110015,03/20/2023,2022
Q03,Leadership PACs,0,89901,89901,03/20/2023,2022
Q05,Pro-Israel,76290,0,76290,03/20/2023,2022
W02,Non-Profit Institutions,71850,0,71850,03/20/2023,2022
B01,Printing & Publishing,71535,0,71535,03/20/2023,2022
