industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H04,Pharmaceuticals/Health Products,25621,195805,221426,06/10/2019,2018
W06,Retired,160539,0,160539,06/10/2019,2018
F10,Real Estate,92734,56500,149234,06/10/2019,2018
H01,Health Professionals,39026,107800,146826,06/10/2019,2018
K01,Lawyers/Law Firms,90297,31142,121439,06/10/2019,2018
Q03,Leadership PACs,0,84100,84100,06/10/2019,2018
F07,Securities & Investment,37055,45000,82055,06/10/2019,2018
E08,Electric Utilities,9600,66500,76100,06/10/2019,2018
B09,Telecom Services,23280,47000,70280,06/10/2019,2018
B12,Electronics Mfg & Equip,9449,53140,62589,06/10/2019,2018
