industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,83561,148853,232414,06/10/2019,2018
Q01,Republican/Conservative,136938,15700,152638,06/10/2019,2018
F03,Commercial Banks,25240,112855,138095,06/10/2019,2018
W06,Retired,133265,0,133265,06/10/2019,2018
F10,Real Estate,69884,45500,115384,06/10/2019,2018
F09,Insurance,17300,93750,111050,06/10/2019,2018
F07,Securities & Investment,34500,72000,106500,06/10/2019,2018
Q16,Candidate Committees,0,62804,62804,06/10/2019,2018
F06,Finance/Credit Companies,5700,49950,55650,06/10/2019,2018
N15,Misc Manufacturing & Distributing,34150,6999,41149,06/10/2019,2018
