industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,54413,78750,133163,03/20/2023,2022
K02,Lobbyists,108319,5570,113889,03/20/2023,2022
E08,Electric Utilities,13050,99500,112550,03/20/2023,2022
Q03,Leadership PACs,0,110500,110500,03/20/2023,2022
C04,Construction Services,3707,51500,55207,03/20/2023,2022
A01,Crop Production & Basic Processing,5750,38500,44250,03/20/2023,2022
D03,Misc Defense,0,43000,43000,03/20/2023,2022
F10,Real Estate,7950,31000,38950,03/20/2023,2022
A10,Forestry & Forest Products,12300,25500,37800,03/20/2023,2022
F09,Insurance,2000,35000,37000,03/20/2023,2022
