industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,764550,110500,875050,03/20/2023,2022
K01,Lawyers/Law Firms,740445,21000,761445,03/20/2023,2022
F07,Securities & Investment,363817,28000,391817,03/20/2023,2022
W06,Retired,390848,0,390848,03/20/2023,2022
W04,Education,220723,0,220723,03/20/2023,2022
F10,Real Estate,205836,9000,214836,03/20/2023,2022
B12,Electronics Mfg & Equip,138015,13090,151105,03/20/2023,2022
N05,Business Services,129948,0,129948,03/20/2023,2022
F09,Insurance,51438,73500,124938,03/20/2023,2022
Q09,Human Rights,85965,16272,102237,03/20/2023,2022
