industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,1223134,0,1223134,06/10/2019,2018
K01,Lawyers/Law Firms,839664,143150,982814,06/10/2019,2018
F07,Securities & Investment,661917,143500,805417,06/10/2019,2018
Q08,Women's Issues,605785,31789,637574,06/10/2019,2018
H01,Health Professionals,340987,277000,617987,06/10/2019,2018
F10,Real Estate,467022,68000,535022,06/10/2019,2018
W04,Education,449934,1000,450934,06/10/2019,2018
Q03,Leadership PACs,100,442150,442250,06/10/2019,2018
F09,Insurance,163336,250997,414333,06/10/2019,2018
K02,Lobbyists,347544,6550,354094,06/10/2019,2018
