industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,6654099,0,6654099,03/20/2023,2022
F07,Securities & Investment,1677136,276350,1953486,03/20/2023,2022
Q01,Republican/Conservative,1804616,62400,1867016,03/20/2023,2022
F10,Real Estate,1543772,113500,1657272,03/20/2023,2022
H01,Health Professionals,659580,137900,797480,03/20/2023,2022
K01,Lawyers/Law Firms,652679,141400,794079,03/20/2023,2022
F09,Insurance,385335,396100,781435,03/20/2023,2022
K02,Lobbyists,632033,6000,638033,03/20/2023,2022
F03,Commercial Banks,377560,245500,623060,03/20/2023,2022
H04,Pharmaceuticals/Health Products,285040,324623,609663,03/20/2023,2022
