industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,2832364,0,2832364,06/10/2019,2018
K01,Lawyers/Law Firms,2130780,196825,2327605,06/10/2019,2018
W04,Education,1178972,0,1178972,06/10/2019,2018
H01,Health Professionals,710236,278600,988836,06/10/2019,2018
F10,Real Estate,779286,111000,890286,06/10/2019,2018
F07,Securities & Investment,646731,202350,849081,06/10/2019,2018
Q02,Democratic/Liberal,755718,20781,776499,06/10/2019,2018
F09,Insurance,284316,383082,667398,06/10/2019,2018
N05,Business Services,458871,21150,480021,06/10/2019,2018
Q03,Leadership PACs,0,471800,471800,06/10/2019,2018
