industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,1494907,0,1494907,03/20/2023,2022
F07,Securities & Investment,523548,86250,609798,03/20/2023,2022
Q03,Leadership PACs,0,448500,448500,03/20/2023,2022
F09,Insurance,130305,224550,354855,03/20/2023,2022
F10,Real Estate,245347,94500,339847,03/20/2023,2022
H01,Health Professionals,74414,251900,326314,03/20/2023,2022
K02,Lobbyists,275736,4500,280236,03/20/2023,2022
K01,Lawyers/Law Firms,165639,90000,255639,03/20/2023,2022
Q01,Republican/Conservative,154337,16400,170737,03/20/2023,2022
N15,Misc Manufacturing & Distributing,87822,81500,169322,03/20/2023,2022
