industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,2244088,151550,2395638,03/20/2023,2022
W06,Retired,1812212,0,1812212,03/20/2023,2022
F07,Securities & Investment,1435145,75500,1510645,03/20/2023,2022
F10,Real Estate,845527,47900,893427,03/20/2023,2022
H01,Health Professionals,495817,119000,614817,03/20/2023,2022
W04,Education,560079,0,560079,03/20/2023,2022
K02,Lobbyists,544306,9000,553306,03/20/2023,2022
Q02,Democratic/Liberal,511344,10876,522220,03/20/2023,2022
N05,Business Services,498928,6500,505428,03/20/2023,2022
Q03,Leadership PACs,2000,370185,372185,03/20/2023,2022
