industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F09,Insurance,10350,195500,205850,06/10/2019,2018
H01,Health Professionals,39080,89500,128580,06/10/2019,2018
H04,Pharmaceuticals/Health Products,1500,109500,111000,06/10/2019,2018
M02,Automotive,44435,63985,108420,06/10/2019,2018
F07,Securities & Investment,28800,63500,92300,06/10/2019,2018
F10,Real Estate,37430,53000,90430,06/10/2019,2018
Q03,Leadership PACs,0,89345,89345,06/10/2019,2018
E01,Oil & Gas,1500,83250,84750,06/10/2019,2018
K01,Lawyers/Law Firms,33750,43200,76950,06/10/2019,2018
K02,Lobbyists,69530,7404,76934,06/10/2019,2018
