industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,0,347000,347000,03/20/2023,2022
K01,Lawyers/Law Firms,207303,73250,280553,03/20/2023,2022
Q10,Misc Issues,222300,4500,226800,03/20/2023,2022
F10,Real Estate,140491,62000,202491,03/20/2023,2022
N07,Casinos/Gambling,189100,7500,196600,03/20/2023,2022
K02,Lobbyists,188950,4500,193450,03/20/2023,2022
M01,Air Transport,13849,140500,154349,03/20/2023,2022
W06,Retired,144310,0,144310,03/20/2023,2022
F07,Securities & Investment,107417,22000,129417,03/20/2023,2022
M05,Sea Transport,64339,59000,123339,03/20/2023,2022
