industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,536,385987,386523,06/10/2019,2018
F07,Securities & Investment,219988,95750,315738,06/10/2019,2018
W06,Retired,165371,0,165371,06/10/2019,2018
F09,Insurance,30131,129749,159880,06/10/2019,2018
F10,Real Estate,107575,46500,154075,06/10/2019,2018
E01,Oil & Gas,74240,52700,126940,06/10/2019,2018
F03,Commercial Banks,28350,93500,121850,06/10/2019,2018
K01,Lawyers/Law Firms,68240,13000,81240,06/10/2019,2018
N15,Misc Manufacturing & Distributing,73857,1999,75856,06/10/2019,2018
Q16,Candidate Committees,10093,64500,74593,06/10/2019,2018
