industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,2586,76100,78686,06/10/2019,2018
B09,Telecom Services,5400,45500,50900,06/10/2019,2018
P04,Public Sector Unions,0,48000,48000,06/10/2019,2018
N03,Retail Sales,75,44000,44075,06/10/2019,2018
P01,Building Trade Unions,0,33500,33500,06/10/2019,2018
N08,Lodging/Tourism,1050,30500,31550,06/10/2019,2018
K01,Lawyers/Law Firms,12828,17250,30078,06/10/2019,2018
P02,Industrial Unions,0,24000,24000,06/10/2019,2018
F10,Real Estate,8172,15000,23172,06/10/2019,2018
H03,Health Services/HMOs,16350,6500,22850,06/10/2019,2018
