industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F09,Insurance,1000,81500,82500,03/20/2023,2022
K01,Lawyers/Law Firms,45217,23000,68217,03/20/2023,2022
F10,Real Estate,25350,42500,67850,03/20/2023,2022
P03,Transportation Unions,0,61500,61500,03/20/2023,2022
Q02,Democratic/Liberal,32350,23500,55850,03/20/2023,2022
W06,Retired,52836,0,52836,03/20/2023,2022
F07,Securities & Investment,32700,13000,45700,03/20/2023,2022
P04,Public Sector Unions,0,33000,33000,03/20/2023,2022
P01,Building Trade Unions,0,32500,32500,03/20/2023,2022
N03,Retail Sales,14500,16000,30500,03/20/2023,2022
