industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,138952,0,138952,06/10/2019,2018
P04,Public Sector Unions,355,114500,114855,06/10/2019,2018
B12,Electronics Mfg & Equip,25882,71500,97382,06/10/2019,2018
F10,Real Estate,75167,14500,89667,06/10/2019,2018
K01,Lawyers/Law Firms,56988,26750,83738,06/10/2019,2018
K02,Lobbyists,54036,1000,55036,06/10/2019,2018
N05,Business Services,46985,7000,53985,06/10/2019,2018
D03,Misc Defense,2638,47900,50538,06/10/2019,2018
F07,Securities & Investment,13400,35500,48900,06/10/2019,2018
Q02,Democratic/Liberal,36319,10999,47318,06/10/2019,2018
