industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q10,Misc Issues,103500,0,103500,06/10/2019,2018
W06,Retired,73275,0,73275,06/10/2019,2018
F10,Real Estate,27600,38000,65600,06/10/2019,2018
H01,Health Professionals,38551,26000,64551,06/10/2019,2018
F09,Insurance,6350,34000,40350,06/10/2019,2018
D02,Defense Electronics,11250,22000,33250,06/10/2019,2018
D01,Defense Aerospace,1000,31500,32500,06/10/2019,2018
F03,Commercial Banks,1500,27000,28500,06/10/2019,2018
F07,Securities & Investment,15900,12000,27900,06/10/2019,2018
Q03,Leadership PACs,14500,6030,20530,06/10/2019,2018
