industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,7272,167806,175078,06/10/2019,2018
K01,Lawyers/Law Firms,30219,45150,75369,06/10/2019,2018
B09,Telecom Services,5650,57500,63150,06/10/2019,2018
H04,Pharmaceuticals/Health Products,500,46500,47000,06/10/2019,2018
P04,Public Sector Unions,0,43000,43000,06/10/2019,2018
H03,Health Services/HMOs,6165,35000,41165,06/10/2019,2018
A01,Crop Production & Basic Processing,6500,31150,37650,06/10/2019,2018
B12,Electronics Mfg & Equip,0,32430,32430,06/10/2019,2018
E08,Electric Utilities,0,30500,30500,06/10/2019,2018
F09,Insurance,250,29000,29250,06/10/2019,2018
