industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,773097,0,773097,03/20/2023,2022
K01,Lawyers/Law Firms,406932,10000,416932,03/20/2023,2022
F07,Securities & Investment,401705,2000,403705,03/20/2023,2022
Q02,Democratic/Liberal,201094,70997,272091,03/20/2023,2022
W04,Education,253263,0,253263,03/20/2023,2022
Q03,Leadership PACs,30585,215501,246086,03/20/2023,2022
H01,Health Professionals,147330,12500,159830,03/20/2023,2022
F10,Real Estate,134503,20000,154503,03/20/2023,2022
Q05,Pro-Israel,121880,6000,127880,03/20/2023,2022
N05,Business Services,126571,0,126571,03/20/2023,2022
