industry_code,industry_name,indivs,pacs,total,last_updated,cycle
E01,Oil & Gas,65200,119000,184200,03/20/2023,2022
A10,Forestry & Forest Products,72348,93000,165348,03/20/2023,2022
N07,Casinos/Gambling,131800,0,131800,03/20/2023,2022
W06,Retired,118534,0,118534,03/20/2023,2022
C05,Building Materials & Equipment,39950,26500,66450,03/20/2023,2022
A01,Crop Production & Basic Processing,5500,58000,63500,03/20/2023,2022
M01,Air Transport,0,50000,50000,03/20/2023,2022
H01,Health Professionals,25225,17500,42725,03/20/2023,2022
Q03,Leadership PACs,0,42500,42500,03/20/2023,2022
K01,Lawyers/Law Firms,21850,17500,39350,03/20/2023,2022
