industry_code,industry_name,indivs,pacs,total,last_updated,cycle
A01,Crop Production & Basic Processing,68716,64000,132716,06/10/2019,2018
E01,Oil & Gas,44000,26000,70000,06/10/2019,2018
F10,Real Estate,46149,23000,69149,06/10/2019,2018
F03,Commercial Banks,50638,18403,69041,06/10/2019,2018
A07,Agricultural Services/Products,15550,51607,67157,06/10/2019,2018
H01,Health Professionals,39150,12000,51150,06/10/2019,2018
K01,Lawyers/Law Firms,42949,6000,48949,06/10/2019,2018
M02,Automotive,28550,19995,48545,06/10/2019,2018
W06,Retired,39666,0,39666,06/10/2019,2018
K02,Lobbyists,31804,3500,35304,06/10/2019,2018
