industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,83863,0,83863,03/20/2023,2022
Q01,Republican/Conservative,49807,6000,55807,03/20/2023,2022
F10,Real Estate,38260,16000,54260,03/20/2023,2022
Q03,Leadership PACs,0,52000,52000,03/20/2023,2022
F09,Insurance,19200,32500,51700,03/20/2023,2022
K02,Lobbyists,32750,572,33322,03/20/2023,2022
F03,Commercial Banks,12650,12000,24650,03/20/2023,2022
K01,Lawyers/Law Firms,12800,9000,21800,03/20/2023,2022
A01,Crop Production & Basic Processing,2448,19100,21548,03/20/2023,2022
E08,Electric Utilities,3150,14500,17650,03/20/2023,2022
