industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H04,Pharmaceuticals/Health Products,5400,173000,178400,03/20/2023,2022
H01,Health Professionals,3700,111000,114700,03/20/2023,2022
H03,Health Services/HMOs,0,81500,81500,03/20/2023,2022
Q05,Pro-Israel,64800,5100,69900,03/20/2023,2022
E08,Electric Utilities,2000,64000,66000,03/20/2023,2022
N07,Casinos/Gambling,57600,0,57600,03/20/2023,2022
F09,Insurance,2500,49000,51500,03/20/2023,2022
K01,Lawyers/Law Firms,27503,23500,51003,03/20/2023,2022
K02,Lobbyists,42660,3500,46160,03/20/2023,2022
F10,Real Estate,10700,32000,42700,03/20/2023,2022
