industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,109160,0,109160,03/20/2023,2022
Q03,Leadership PACs,0,94500,94500,03/20/2023,2022
F10,Real Estate,77003,5000,82003,03/20/2023,2022
K01,Lawyers/Law Firms,48590,0,48590,03/20/2023,2022
W03,Civil Servants/Public Officials,39843,0,39843,03/20/2023,2022
F09,Insurance,31295,4500,35795,03/20/2023,2022
F07,Securities & Investment,30555,0,30555,03/20/2023,2022
P04,Public Sector Unions,0,20750,20750,03/20/2023,2022
Q16,Candidate Committees,0,18000,18000,03/20/2023,2022
W02,Non-Profit Institutions,15500,0,15500,03/20/2023,2022
