industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,1869312,241100,2110412,06/10/2019,2018
W06,Retired,1089241,0,1089241,06/10/2019,2018
F09,Insurance,624575,347500,972075,06/10/2019,2018
K01,Lawyers/Law Firms,759961,195750,955711,06/10/2019,2018
F10,Real Estate,840950,74090,915040,06/10/2019,2018
H01,Health Professionals,608670,271500,880170,06/10/2019,2018
E01,Oil & Gas,571265,275099,846364,06/10/2019,2018
K02,Lobbyists,732002,19383,751385,06/10/2019,2018
H04,Pharmaceuticals/Health Products,315200,288286,603486,06/10/2019,2018
Q03,Leadership PACs,31400,483312,514712,06/10/2019,2018
