industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,1308758,101470,1410228,06/10/2019,2018
W06,Retired,516903,0,516903,06/10/2019,2018
F07,Securities & Investment,332955,49240,382195,06/10/2019,2018
F10,Real Estate,303113,38500,341613,06/10/2019,2018
D01,Defense Aerospace,221213,68499,289712,06/10/2019,2018
H01,Health Professionals,142487,139700,282187,06/10/2019,2018
K02,Lobbyists,205810,13000,218810,06/10/2019,2018
F09,Insurance,82474,113100,195574,06/10/2019,2018
W04,Education,188868,6000,194868,06/10/2019,2018
Q03,Leadership PACs,0,174600,174600,06/10/2019,2018
