industry_code,industry_name,indivs,pacs,total,last_updated,cycle
M06,Misc Transport,126650,3500,130150,03/20/2023,2022
W06,Retired,110271,0,110271,03/20/2023,2022
Q03,Leadership PACs,0,98700,98700,03/20/2023,2022
F10,Real Estate,49501,7000,56501,03/20/2023,2022
K01,Lawyers/Law Firms,41405,0,41405,03/20/2023,2022
A05,Poultry & Eggs,34800,0,34800,03/20/2023,2022
Q05,Pro-Israel,17650,10000,27650,03/20/2023,2022
Q16,Candidate Committees,0,26000,26000,03/20/2023,2022
M02,Automotive,7050,16000,23050,03/20/2023,2022
F03,Commercial Banks,12600,9500,22100,03/20/2023,2022
