industry_code,industry_name,indivs,pacs,total,last_updated,cycle
A01,Crop Production & Basic Processing,5500,57300,62800,06/10/2019,2018
H01,Health Professionals,53000,4000,57000,06/10/2019,2018
K01,Lawyers/Law Firms,33753,19750,53503,06/10/2019,2018
F10,Real Estate,36000,16500,52500,06/10/2019,2018
E01,Oil & Gas,1000,35000,36000,06/10/2019,2018
A07,Agricultural Services/Products,0,35607,35607,06/10/2019,2018
P03,Transportation Unions,0,35500,35500,06/10/2019,2018
F07,Securities & Investment,15900,18500,34400,06/10/2019,2018
P01,Building Trade Unions,0,27500,27500,06/10/2019,2018
F09,Insurance,3000,23000,26000,06/10/2019,2018
