org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,108350,7900,100450,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00028152&cycle=2022,N00028152
Enterprise Products Partners,72400,0,72400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00028152&cycle=2022,N00028152
DISH Network,43700,5000,38700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00028152&cycle=2022,N00028152
Comcast Corp,37185,10000,27185,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00028152&cycle=2022,N00028152
ConocoPhillips,32400,10000,22400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00028152&cycle=2022,N00028152
Rdv Corp,29000,0,29000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00028152&cycle=2022,N00028152
Federated Investors Inc,28600,0,28600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00028152&cycle=2022,N00028152
Cantor Fitzgerald,23400,0,23400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00028152&cycle=2022,N00028152
Harbinger Strategies,22900,0,22900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00028152&cycle=2022,N00028152
Wells Fargo,22878,10000,12878,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00028152&cycle=2022,N00028152
