org_name,total,pacs,indivs,cycle,source,cid
American Pro-Israel PAC,25900,0,25900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,N00033839
Q Investments,15800,10000,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,N00033839
Mary Kay Inc,14400,0,14400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,N00033839
Lockheed Martin,13100,10000,3100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,N00033839
Bonanza Oil,11500,0,11500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,N00033839
Dell Technologies,11500,10000,1500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,N00033839
Witherite Law Group,11400,0,11400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,N00033839
L3Harris Technologies,11000,11000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,N00033839
American Airlines,10500,9500,1000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,N00033839
AT&T Inc,10500,10000,500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033839&cycle=2022,N00033839
