org_name,total,pacs,indivs,cycle,source,cid
Microsoft Corp,10285,7500,2785,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003288&cycle=2022,N00003288
AFLAC Inc,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003288&cycle=2022,N00003288
Air Line Pilots Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003288&cycle=2022,N00003288
Altria Group,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003288&cycle=2022,N00003288
American Crystal Sugar,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003288&cycle=2022,N00003288
American Federation of Government Employees,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003288&cycle=2022,N00003288
American Federation of State/Cnty/Munic Employees,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003288&cycle=2022,N00003288
American Waterways Operators,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003288&cycle=2022,N00003288
AT&T Inc,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003288&cycle=2022,N00003288
Credit Union National Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003288&cycle=2022,N00003288
