org_name,total,pacs,indivs,cycle,source,cid
Votesane PAC,152547,47,152500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00032838&cycle=2022,N00032838
Capital Group,139700,0,139700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00032838&cycle=2022,N00032838
No Labels Problem Solvers,126378,5980,120398,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00032838&cycle=2022,N00032838
Enterprise Products Partners,102410,10000,92410,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00032838&cycle=2022,N00032838
West Virginia State Democratic Exec Cmte,100000,100000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00032838&cycle=2022,N00032838
Ryan LLC,94200,10000,84200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00032838&cycle=2022,N00032838
Viatris Inc,89525,0,89525,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00032838&cycle=2022,N00032838
Energy Transfer Partners,86200,5000,81200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00032838&cycle=2022,N00032838
Goldman Sachs,82600,12500,70100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00032838&cycle=2022,N00032838
"Welsh, Carson et al",55300,0,55300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00032838&cycle=2022,N00032838
